Id,Predicted
0,18703.73945452118
1,35328.62793336606
2,151615.40223157525
3,76308.13145909402
4,25289.297046855103
5,76111.07109219185
6,77734.85676742834
7,212687.07712130656
8,56206.23363071676
9,61318.32543139692
10,56966.59270572251
11,116668.98800712354
12,106252.10914968268
13,79105.66129848512
14,66258.8451572864
15,19673.42229304358
16,72055.1889844205
17,51960.43349825601
18,128511.91746543569
19,101928.1568230121
20,127286.71316782388
21,56458.56892695243
22,37297.56030048289
23,35604.01355163139
24,87899.128231657
25,103897.25266479695
26,125590.77702138845
27,41904.99891066847
28,68685.89292002673
29,215865.6644848538
30,38007.31695723016
31,74587.47675640225
32,145557.8089499667
33,34736.44516185889
34,66310.17725139007
35,72882.14778930774
36,45033.87612761311
37,25604.92280416342
38,66410.0393229093
39,91250.4695198958
40,54440.795919139324
41,237004.43759047615
42,186740.50874519604
43,161072.67163241128
44,70942.33827825949
45,101193.80691066301
46,36729.13618280112
47,95059.9344495309
48,83055.60952246063
49,34587.3654683065
50,53277.078442568265
51,38508.85029668364
52,43592.60199400878
53,74304.17629591236
54,89609.61174245404
55,215701.0583714398
56,88592.38003897532
57,43353.045735836895
58,239292.49048643024
59,61874.98753685273
60,39689.86076066709
61,40090.54124883955
62,129427.01150151156
63,46088.558462404246
64,12390.723058937589
65,72256.34689641635
66,99779.25231792554
67,346621.2796978355
68,46117.59318086913
69,109722.5473127765
70,116719.08169636344
71,36362.731010689306
72,49967.94934295879
73,43970.24174447428
74,55633.99696173775
75,87355.82225215757
76,58655.91982340542
77,42635.13151700367
78,79407.46928762204
79,65515.02853381392
80,65020.88283809149
81,27393.73327579435
82,40241.282431218184
83,68569.49097569945
84,46339.213159260646
85,68612.325609364
86,46329.98930938545
87,157326.3183389639
88,239882.33975642142
89,60980.777744223255
90,68323.35927429247
91,110977.90619689674
92,142871.36611017876
93,26197.7829566611
94,145373.6745980863
95,23975.13339063614
96,45602.10831327262
97,76362.31798441135
98,10916.76085031804
99,73663.92182224742
100,86365.18113860462
101,127259.77280585904
102,44120.365606645326
103,89102.4934712415
104,52990.20657842291
105,55010.06595184648
106,94990.82986447397
107,59398.27827966371
108,104847.03492068734
109,51384.94314771608
110,18680.04296841844
111,49499.852931110414
112,90504.413786546
113,98372.01481047814
114,63929.07296440717
115,114631.59505956985
116,69561.66088614095
117,308566.63054316316
118,205853.4415671302
119,296888.31184848485
120,23815.98800479096
121,173168.82819401062
122,26433.743050625668
123,82003.98285367509
124,42330.36223173945
125,272884.4024912103
126,31065.434846854714
127,53993.41015232645
128,55761.53320223423
129,55390.30063282609
130,108316.3463938742
131,780718.864
132,43271.21584738684
133,145288.76947886118
134,103796.9387305722
135,10746.910154737505
136,43334.39933293166
137,59969.67642681744
138,43570.984875265814
139,66888.6780219825
140,140942.50879468574
141,561350.432
142,552763.4581818104
143,163889.2011710084
144,30819.277722565956
145,49633.8119149274
146,133996.81593602564
147,98392.87459274652
148,40001.719954856555
149,16566.068670480476
150,78815.66776091966
151,17410.74077096285
152,82074.24582760112
153,86630.11983432235
154,111751.21604034706
155,88611.44493374649
156,50859.07906380536
157,52233.30608107238
158,288288.3138085613
159,96378.20718869734
160,80956.71531488656
161,91153.0905907806
162,48448.75996388836
163,61701.10744176159
164,15173.432495801566
165,124331.22051766801
166,79721.69819571775
167,52191.55067866178
168,24400.654665390357
169,42675.5056650371
170,19498.107315256435
171,27161.421933211728
172,62988.10753899734
173,1991213.208
174,39042.09673309761
175,199819.26040906354
176,30527.322690905254
177,46765.23737519254
178,78598.21187788104
179,141073.22676303663
180,54322.58231379112
181,174190.47527699335
182,78771.38423644115
183,76918.34641347664
184,165927.95081800985
185,77929.24742222248
186,117110.3997275798
187,90175.5610849066
188,81106.72180597161
189,904312.1971428571
190,107660.95167152237
191,80818.22136278308
192,203525.79817012377
193,50427.56342785818
194,9448.287731161554
195,279150.5071097094
196,30449.675865652964
197,121150.77524777089
198,162815.816967115
199,264245.731171821
200,73881.6954723604
201,191953.59052059954
202,64652.07089248638
203,35942.76437329266
204,66491.66698350523
205,200640.76841201866
206,279202.81493177696
207,188653.96829103786
208,40272.0833891068
209,55211.78419538984
210,42387.2190679331
211,84999.7162116062
212,160416.47217373745
213,46143.45540300619
214,67390.95112937878
215,13134.52342678676
216,72484.09892678636
217,49373.87112748564
218,82440.10181042232
219,182155.6829743898
220,110061.378157758
221,105163.75306889636
222,27180.01832973505
223,146046.3362696473
224,55824.994518136176
225,44645.67251516949
226,65765.00745503146
227,21145.47289817954
228,148391.0605278614
229,54589.55091034981
230,58565.08358383045
231,58883.17863895549
232,244059.0911015873
233,39907.325006390725
234,21481.638316438926
235,73607.96207349835
236,87456.05919513467
237,30434.156149651968
238,83423.39039919492
239,73768.92855463419
240,115659.67300158224
241,30754.368402101052
242,84784.0820249926
243,62721.509270932394
244,46221.37874456397
245,224811.26408333334
246,86511.36287130658
247,33354.05425631569
248,24308.697188679722
249,45743.18354672404
250,37040.50217335272
251,73656.91953654903
252,33284.84609070011
253,68791.43201945041
254,294309.90560952376
255,91764.20568534019
256,134508.07439296925
257,117651.01903626147
258,184810.1346099956
259,20379.151449615456
260,63274.2631600456
261,108340.98676711175
262,9747.547676723056
263,45366.07489940988
264,42406.882740572044
265,543818.8930060607
266,23830.83226325841
267,36067.55750776229
268,59741.242161005626
269,150425.63899262832
270,66165.69127964549
271,212407.99262329988
272,66264.79621090963
273,64034.86978266403
274,85000.94478453805
275,46058.67721073408
276,192958.81520171877
277,187117.08477460316
278,39978.47693065174
279,366632.086
280,314684.6992204451
281,62866.63551093663
282,65506.126532860144
283,186700.12792395306
284,172295.20111561668
285,98246.50651966647
286,24807.943317852616
287,24130.742922271424
288,61720.5936867128
289,116830.38610329846
290,114104.78371251226
291,131233.95956334798
292,96198.13733661156
293,145028.31468552005
294,86378.38330314498
295,91679.74493253305
296,1462269.56
297,126749.18417916623
298,81450.76197423204
299,125646.41881909633
300,31228.706033229424
301,209962.73095813958
302,60516.39256850103
303,541537.0637968252
304,301713.65760855813
305,42472.75136815387
306,130576.86074429374
307,117366.66084930787
308,176429.15969656207
309,105882.19902040684
310,218339.88425606626
311,75414.77563203525
312,28209.720472435038
313,66457.25944151203
314,39054.9980776372
315,41494.723952916225
316,92276.96552586567
317,38313.376879179115
318,43029.07156019508
319,21051.541603076246
320,124906.7522031241
321,176511.65610815768
322,64308.415321953806
323,33331.406944628856
324,87098.78096451609
325,93400.57008088459
326,54723.913968647474
327,46734.95761279992
328,143082.9466222721
329,90910.2372638261
330,93229.05383857137
331,74256.89213514389
332,41983.52158401501
333,85288.54208983976
334,83650.6842123835
335,69331.93013697835
336,76006.06381903485
337,94250.07864930405
338,16695.276931659166
339,36824.620885424185
340,115824.33717575195
341,77527.70099073842
342,127008.15237906249
343,267345.5551283407
344,200959.93272136696
345,144319.90598911254
346,152368.61199423674
347,57985.37719357196
348,288951.88154297334
349,158283.746944855
350,103624.50234369277
351,87280.82277070617
352,72766.87874420758
353,121330.64186222291
354,93917.53786449206
355,81753.52420310286
356,110854.67750001726
357,71406.61504043691
358,45191.38507207614
359,55161.14297208767
360,133580.70935880183
361,196511.8250288974
362,33486.869115602654
363,182219.35771850462
364,61792.693411397144
365,86833.57090452114
366,66478.91823111747
367,198075.74376248312
368,81000.86857114123
369,30767.317160578903
370,63764.75406540517
371,58968.10936629581
372,150559.14978805342
373,74986.7081475871
374,116617.62877894926
375,72205.3237044318
376,49819.11462457653
377,87444.15270427673
378,57267.15479342457
379,84800.5342514442
380,91142.20950702841
381,73866.93991573932
382,226593.27581068117
383,89621.09276958344
384,106422.87136252616
385,42804.68684425655
386,138048.89845749427
387,79831.06371860439
388,55155.789048554645
389,40269.27707445139
390,29424.741344324822
391,95731.49635502421
392,98778.54120834512
393,33363.36236447838
394,63538.636765539864
395,106253.86048395919
396,54324.22020031159
397,44646.41721593557
398,105124.07039112202
399,57518.01332512364
400,56648.05708140253
401,140854.54199384266
402,19694.32506721129
403,106050.77436471356
404,702720.6519047618
405,254966.7179320357
406,47826.08299266833
407,58141.221373170796
408,149236.2506279923
409,355418.6595930906
410,31844.523807271795
411,112862.80977556056
412,70611.62492491337
413,56350.29278792103
414,86721.29866685963
415,124659.6856125977
416,143105.544685303
417,36668.34482908853
418,92553.174982443
419,117482.80734158808
420,355167.81057142856
421,101347.66271671184
422,184888.82262701643
423,44531.620886738914
424,44342.4874877914
425,74602.4936148352
426,94031.60738092569
427,50794.657663174665
428,59510.188240604555
429,58975.099402344254
430,118738.35594127612
431,94887.61550626474
432,29752.64761356875
433,84198.9737348169
434,81052.41679358305
435,67346.35660156899
436,323556.5642508772
437,44665.81772568666
438,69918.42026476999
439,193598.85617799553
440,128349.86513953427
441,98237.83386778527
442,23351.837350759677
443,124104.28509775666
444,34024.19512624108
445,168140.84645803986
446,37572.639944855866
447,82583.05664988724
448,71312.1813178992
449,235490.4339613442
450,33038.38867694479
451,99341.10092006512
452,359603.5821618714
453,150386.20411467418
454,110924.1703686756
455,127091.34768106192
456,58742.21128489071
457,70650.77133050392
458,121675.01353773869
459,121139.07160689107
460,43380.04433988794
461,43380.22644362193
462,248450.26366961942
463,76692.30748867826
464,152765.5940157055
465,366495.50738922425
466,300069.78063419915
467,98688.11493649603
468,130709.75451564624
469,81194.45865511692
470,93814.67422977458
471,51788.0216466808
472,43749.2436308244
473,133339.60506366502
474,173391.67270774316
475,92926.58510802958
476,12332.643957860048
477,107571.88213760832
478,76505.20964052675
479,144294.86681528887
480,62718.81789645893
481,68914.19306029752
482,82924.57525964195
483,47225.89429887315
484,253335.61326349204
485,138495.29499508187
486,133329.7122937095
487,44954.37715661097
488,95161.06673909418
489,164713.38326275625
490,41892.41444828296
491,94371.3327263561
492,366259.4322361034
493,36065.88193375111
494,76841.98535910569
495,125621.83689035049
496,56619.65445166216
497,49178.33417740694
498,31555.80533920009
499,65834.10352994094
500,34308.81787237086
501,73901.08847966231
502,43410.67508565724
503,127038.56777240538
504,167553.54664289087
505,46645.373848814845
506,121942.55590257849
507,85154.68363364329
508,76870.67134179908
509,58365.44969998709
510,80786.09698145013
511,78507.09567159657
512,121541.49396148714
513,66759.79740724624
514,26164.755358508268
515,66903.17500780389
516,52985.63782517965
517,112780.21520655262
518,103100.72141999911
519,62225.02961190749
520,42701.11412785959
521,152503.6556628543
522,27172.315501773337
523,80181.54344747857
524,100364.13703820769
525,66447.03840440742
526,47471.34099560052
527,168934.03958454813
528,923804.224
529,70940.56924371823
530,62042.72312516866
531,34748.77413644237
532,158198.17746437073
533,44956.37583161606
534,81339.81847022548
535,80580.77931995466
536,87822.33181276025
537,55102.89227143987
538,33096.793131128834
539,215721.63151003578
540,99005.44014029301
541,407964.1719484737
542,78908.81881639484
543,100420.90409039865
544,232521.68789114774
545,108212.54605901155
546,76017.79430182262
547,84008.23933781132
548,12600.208148597434
549,119828.57367532466
550,22883.66684726045
551,97311.55858552562
552,98293.558646003
553,73244.40324848484
554,725957.444014035
555,57136.08148034433
556,124843.88797570343
557,94502.13053154016
558,59160.18337426694
559,277487.0046666667
560,73252.66465327823
561,43181.76257679072
562,108817.76023681209
563,49907.55126716878
564,17251.297878782414
565,102156.92068877738
566,29175.457825268568
567,103385.08092819674
568,52931.76643654662
569,293696.725790787
570,47540.15902936618
571,47786.73245171238
572,134975.3104232661
573,33140.68335508479
574,75873.82730340562
575,92654.52426556875
576,33436.73812852476
577,116036.7999252347
578,1286943.42
579,170410.643180859
580,43163.633328857344
581,17075.514370164536
582,140467.7959052425
583,532779.6660680379
584,39073.694945344665
585,96088.56025464999
586,17113.121662371173
587,140036.7430128883
588,82449.30381215752
589,69933.08849307087
590,109355.28891739887
591,94902.51015327436
592,275878.14781515155
593,68636.78386380155
594,37923.83725318526
595,207439.68358304878
596,34822.26624967144
597,130131.66826980124
598,275528.5279794872
599,70652.14474552542
600,32730.354957213538
601,35599.087919128324
602,66512.93283970364
603,25248.179345774257
604,38953.403107724764
605,54874.66646603601
606,67929.49530322128
607,349951.40883748775
608,34147.14918001903
609,31520.445379752087
610,99096.91482375501
611,69619.24163333749
612,56030.15326764244
613,148751.32196109914
614,57610.02437651988
615,139597.68587141915
616,623716.8695930736
617,150858.854990162
618,207717.74878355654
619,79561.43794096058
620,151669.17456517322
621,29101.734836184878
622,15613.57551121276
623,45751.36254989506
624,69751.44291840102
625,93146.11298692827
626,982664.0251428571
627,26360.426003876888
628,26615.35864277776
629,68326.13522906342
630,110623.15038676084
631,79913.03037200573
632,71713.64845721453
633,58850.15066240832
634,45085.36846741256
635,35949.003892645844
636,65504.744247401795
637,324770.93984126986
638,110458.16939071211
639,128583.09163460869
640,143916.98010115174
641,183536.14598593075
642,44538.78902903332
643,61468.0528051223
644,116908.96217607193
645,39529.84366058749
646,40173.00940093961
647,70604.48606413566
648,30611.424348567307
649,14831.977522663094
650,760874.852
651,65055.64373092055
652,81079.3044391689
653,64859.10187263658
654,25182.495445512763
655,72602.32084782861
656,45726.39723756876
657,204769.2489213682
658,73804.64372319191
659,111443.99774749344
660,16845.16857833211
661,27043.1085579504
662,51803.70746840271
663,163153.35721320924
664,64919.804571384426
665,193915.07445633257
666,99018.5261233386
667,88394.3261836434
668,65753.56108455909
669,53301.27951337797
670,271395.49203546945
671,32663.555824317595
672,16420.075478358358
673,83730.89785282996
674,83007.14432929292
675,16138.780637736792
676,87735.60284293577
677,73069.19907969752
678,178339.88684296867
679,163894.19372411515
680,33926.03629131033
681,234090.13307736863
682,93846.11467831062
683,167465.70160588532
684,123711.26115243082
685,71003.9101600003
686,89241.67767619048
687,75994.13971858224
688,106225.48605549343
689,486926.01243809523
690,44214.215031327505
691,138479.84556595684
692,106174.7957921648
693,91523.96892003197
694,86294.26623180113
695,44455.62919768614
696,107563.66257832877
697,78275.68431873534
698,186274.58730118198
699,146047.27597857142
700,203753.44703026384
701,52013.05818874425
702,82798.46527647662
703,57933.824053988894
704,19880.074993169055
705,36096.170982060656
706,33046.16030373395
707,85443.14973113603
708,19032.086020177583
709,79051.00299530734
710,59385.74847050853
711,42622.94311545713
712,58495.5119092306
713,46961.98738785198
714,170294.73704761904
715,107766.60168742147
716,99582.22776893749
717,59027.24744952254
718,25304.46222703087
719,143585.0011218148
720,147638.0434532882
721,48230.20007374877
722,100661.03136525885
723,74319.96718241759
724,48154.76617984142
725,566301.294
726,26426.254369363483
727,2003284.608
728,167828.22570588422
729,126697.9178546433
730,89648.23272663681
731,19797.700016543073
732,72257.9065288142
733,68127.4923865735
734,197687.48413809526
735,70272.16925160975
736,54337.59803435233
737,69451.52091810541
738,107610.17902222222
739,41667.83427579092
740,43029.84618420366
741,289861.3999571141
742,82116.06096452092
743,73971.78005253973
744,138316.62549386773
745,61453.89770010544
746,117867.4364084615
747,194613.27737203237
748,33019.45532854861
749,105721.94015224859
750,81260.91393819744
751,92976.52657367023
752,14255.774331687004
753,87858.28079143721
754,62823.578500296564
755,82393.37682154732
756,99087.14175841484
757,82224.22305958379
758,73597.61097982543
759,50690.40920894922
760,234172.2510576487
761,113476.00930435685
762,126615.27258994029
763,140687.0552348461
764,98351.68772200159
765,31123.723502249937
766,354974.0396470587
767,83676.86173178106
768,60395.067207104454
769,16374.7702115048
770,188893.49760778603
771,13127.436857136605
772,25958.057913466924
773,106159.53983478439
774,85186.44789194396
775,54174.72012492866
776,282116.11473869695
777,38494.65788776847
778,31373.810326089686
779,33102.43662387327
780,62038.38052160019
781,45217.62804472195
782,27281.9905060105
783,60120.30227879993
784,37511.40166759098
785,70459.81817404566
786,185901.8849735655
787,59111.313677867416
788,109367.65416971796
789,64377.82779790155
790,61520.350914277944
791,84455.42234884782
792,97042.23563683788
793,105086.55734074113
794,77755.10844859132
795,35063.12709958477
796,93908.77586210471
797,42765.485731326764
798,204374.39023464973
799,47841.67766221501
800,99711.54795579673
801,87460.35895280557
802,131295.0918815514
803,121495.64289571608
804,77609.2654017013
805,19556.985484883084
