Id,Predicted
0,18914.21875
1,35535.68359375
2,146704.40625
3,75418.828125
4,25610.177734375
5,75670.8125
6,78294.828125
7,210466.234375
8,57622.11328125
9,65469.90234375
10,56393.44140625
11,116040.1953125
12,106599.5546875
13,84008.8671875
14,69764.609375
15,16103.02734375
16,78673.609375
17,52606.77734375
18,134091.25
19,98320.0625
20,129401.9609375
21,70456.03125
22,35890.3984375
23,35863.34375
24,90297.40625
25,103871.625
26,123503.9296875
27,43773.19140625
28,69763.4609375
29,212438.625
30,43257.62109375
31,67692.1875
32,146215.71875
33,36235.21875
34,69627.046875
35,69788.296875
36,44755.76953125
37,21796.55859375
38,68018.3515625
39,91453.328125
40,52988.95703125
41,210032.390625
42,191670.109375
43,157820.71875
44,73724.7578125
45,101234.984375
46,37802.35546875
47,98865.2421875
48,92111.8203125
49,34511.2734375
50,52530.1796875
51,34285.7109375
52,43705.515625
53,72031.25
54,90804.8359375
55,207843.03125
56,87765.6171875
57,44615.80078125
58,242570.09375
59,60296.72265625
60,40131.29296875
61,40960.94140625
62,126359.8984375
63,44279.28515625
64,29556.404296875
65,70323.3359375
66,99291.703125
67,342401.75
68,44971.54296875
69,104581.59375
70,114315.78125
71,35025.30859375
72,63763.8984375
73,39441.81640625
74,52804.5546875
75,199152.59375
76,59398.12109375
77,43982.78125
78,77446.8203125
79,63819.45703125
80,65997.0078125
81,25434.44921875
82,40180.94140625
83,68989.359375
84,46082.48046875
85,64558.0625
86,45565.0703125
87,161027.734375
88,241721.65625
89,64685.12109375
90,67017.5703125
91,105933.171875
92,147900.140625
93,26205.73046875
94,149214.46875
95,21904.318359375
96,43925.765625
97,72345.546875
98,29556.404296875
99,71767.8046875
100,86360.75
101,127836.8984375
102,47349.046875
103,87508.640625
104,55589.13671875
105,55047.859375
106,96581.796875
107,57638.97265625
108,102562.375
109,49740.4609375
110,23988.87109375
111,49869.5703125
112,71051.5703125
113,97770.046875
114,63554.41796875
115,113152.09375
116,69708.8671875
117,320459.65625
118,199879.046875
119,276397.71875
120,28449.796875
121,173756.3125
122,24968.544921875
123,80207.4296875
124,41949.0390625
125,250881.515625
126,30722.41015625
127,54717.234375
128,53696.61328125
129,53977.90625
130,101432.1328125
131,795063.875
132,46853.1796875
133,134799.140625
134,95772.375
135,6204.490234375
136,45731.98828125
137,67772.7734375
138,43513.47265625
139,67183.25
140,140539.96875
141,517555.75
142,629660.6875
143,162997.90625
144,28774.658203125
145,49493.6953125
146,141479.28125
147,97311.1796875
148,47519.1875
149,25313.3125
150,79940.4765625
151,17028.576171875
152,80773.2265625
153,88413.671875
154,113066.0625
155,90477.28125
156,51547.41015625
157,38401.09375
158,279075.65625
159,114295.109375
160,84999.4921875
161,98798.1953125
162,48504.58984375
163,52270.55078125
164,11561.810546875
165,130214.7578125
166,84114.53125
167,49731.16015625
168,22980.259765625
169,40375.51171875
170,18383.431640625
171,20273.587890625
172,59604.15625
173,2124691.0
174,38537.26953125
175,201597.625
176,30796.408203125
177,46410.7578125
178,84705.703125
179,143333.09375
180,54791.3515625
181,176854.640625
182,85562.03125
183,75712.0234375
184,154398.171875
185,82004.8828125
186,122802.234375
187,89630.75
188,83425.546875
189,831182.75
190,105801.375
191,79194.125
192,204660.625
193,50661.40625
194,4183.7421875
195,293939.96875
196,34935.68359375
197,127867.84375
198,162484.734375
199,292761.0625
200,73879.0234375
201,194298.71875
202,64652.32421875
203,33832.3828125
204,65019.10546875
205,195312.8125
206,273503.375
207,190838.890625
208,45193.0078125
209,46978.28515625
210,40079.03515625
211,73829.1953125
212,225466.890625
213,43188.5234375
214,65262.9609375
215,3451.679443359375
216,79933.71875
217,50022.0078125
