Id,Predicted
0,20731.338
1,36090.152
2,159613.28
3,78027.06
4,25021.695
5,76659.6
6,78252.52
7,206153.02
8,62667.727
9,65900.336
10,56957.934
11,122105.85
12,109635.37
13,76710.64
14,64636.492
15,15766.115
16,77701.086
17,52477.297
18,137789.72
19,99101.72
20,126508.414
21,67718.69
22,39727.816
23,35698.195
24,86050.31
25,101933.44
26,129407.35
27,38481.2
28,71156.984
29,216542.34
30,53831.668
31,68639.71
32,135761.19
33,33322.395
34,68430.28
35,67045.195
36,38895.566
37,24307.299
38,66203.33
39,89442.01
40,56403.72
41,197398.23
42,189210.12
43,160948.39
44,77318.766
45,101634.89
46,36199.504
47,93274.73
48,82572.24
49,33458.293
50,49666.324
51,38497.168
52,44577.746
53,77391.125
54,86908.31
55,209436.83
56,84425.48
57,45379.09
58,244354.05
59,58652.09
60,39478.316
61,40017.863
62,127263.914
63,48390.887
64,13957.848
65,68457.54
66,99931.53
67,331628.06
68,46298.75
69,107422.984
70,115665.484
71,34503.777
72,53852.562
73,39964.527
74,48968.35
75,224957.97
76,59914.773
77,43116.305
78,76062.51
79,60491.246
80,68010.445
81,29611.02
82,44167.523
83,67649.23
84,46204.484
85,63312.63
86,45960.113
87,159540.12
88,233417.33
89,63891.414
90,67165.66
91,103838.34
92,140493.14
93,26252.28
94,149569.89
95,23400.012
96,44594.75
97,76377.21
98,7171.9214
99,72433.52
100,85230.45
101,124887.82
102,48746.312
103,85344.805
104,50650.51
105,54016.41
106,97901.5
107,67962.55
108,103962.27
109,48507.504
110,14601.07
111,52985.42
112,45618.71
113,101146.94
114,65077.26
115,116472.61
116,70595.08
117,281916.16
118,210676.56
119,370995.25
120,29354.26
121,177693.72
122,23319.393
123,79266.07
124,42876.89
125,262838.3
126,30037.646
127,53103.78
128,52706.816
129,52377.76
130,96907.766
131,830799.06
132,47455.48
133,127698.305
134,92379.4
135,5431.8115
136,43623.395
137,59382.117
138,44292.26
139,66840.8
140,138192.7
141,571874.06
142,609610.7
143,166593.06
144,32692.12
145,50382.863
146,148094.47
147,97737.29
148,45960.523
149,9357.272
150,78479.664
151,16242.783
152,82641.59
153,88170.74
154,125049.805
155,90794.58
156,51927.4
157,51143.723
158,289627.62
159,111218.01
160,81844.484
161,94351.375
162,48121.37
163,60548.383
164,7225.2646
165,116356.7
166,78098.32
167,51328.69
168,22300.477
169,40912.297
170,18057.193
171,8623.029
172,62503.94
173,2457119.8
174,40164.414
175,201714.58
176,29884.139
177,46907.58
178,76105.51
179,131582.95
180,54811.414
181,177801.44
182,83771.49
183,76270.19
184,162935.22
185,81909.96
186,116912.85
187,87647.664
188,82796.17
189,867172.7
190,110708.914
191,84389.19
192,199415.34
193,49440.77
194,5565.266
