Id,Predicted
0,19670.30632810311
1,35050.92999215952
2,145027.3220607583
3,75347.66774774373
4,25170.44675862879
5,75902.00016904264
6,80498.69419316955
7,216272.58863212875
8,62275.30451827649
9,63873.76546286461
10,56712.62505385752
11,110068.05917175104
12,103570.71322888564
13,84097.49990191516
14,65802.26884609576
15,18744.106511040198
16,70601.5686108912
17,51801.29499305923
18,121314.9215215338
19,101579.90359196057
20,124173.75329499858
21,74392.73880357308
22,29578.284264995444
23,35046.140932221024
24,88335.4320119868
25,102112.9573569486
26,126991.31313467925
27,41970.32245666772
28,69513.73079527414
29,216418.70470285288
30,37571.791346056765
31,81750.98063951684
32,145042.64857864345
33,35444.75094759259
34,70368.09237894596
35,78285.3885145434
36,45818.81118099419
37,24855.33130941477
38,65915.12562627341
39,95887.78152743066
40,55289.86806506886
41,244756.28035353537
42,180782.33667810046
43,167059.85298805946
44,82195.00505788566
45,103574.06712701712
46,42888.79067346573
47,101981.42554270732
48,77804.24682921286
49,35541.176024665496
50,52740.76238557386
51,38027.34517833179
52,43785.22431736726
53,72143.6616224107
54,92046.23329217192
55,218280.68568205804
56,89316.81963575348
57,43550.37695769539
58,238443.87431572183
59,55124.455516399736
60,42328.60606719961
61,40723.02300568466
62,128134.56396054201
63,44030.028321693986
64,11332.327904014293
65,74407.01862791006
66,101272.09678218659
67,339711.2444444444
68,47073.11339354355
69,110617.42628042302
70,122309.2819152984
71,35980.36875544982
72,52678.90232600852
73,41372.44626856841
74,54780.28399283703
75,30626.818080053745
76,56533.65682745945
77,46752.78707187616
78,82330.31273947743
79,67298.889421791
80,67570.97567846552
81,26960.07846703773
82,45640.204366038684
83,67640.35752086621
84,47232.65903465106
85,69015.98889159327
86,47473.72799206821
87,156646.19608558604
88,229642.6758244041
89,60580.658520138175
90,67745.2033982184
91,110004.18521501932
92,155872.5889367019
93,25924.177813390288
94,128635.78743563627
95,24206.732276039173
96,43299.38865246397
97,76531.48927522603
98,9665.508198427951
99,68450.62431825307
100,90361.40521921302
101,129116.48306322895
102,45328.065788252265
103,89771.61610056089
104,54463.970951974945
105,54918.5336782116
106,95620.90387697131
107,69794.22530960692
108,101303.82675506918
109,50922.62628068411
110,14117.497723632523
111,57125.12373837742
112,97192.25510378511
113,97405.3886079769
114,62259.898487081475
115,114682.78925935226
116,68431.24451296977
117,312215.58601970825
118,203542.65495891927
119,132054.9053888889
120,27807.99932783439
121,175437.7030681537
122,25213.44726126041
123,74928.77287122598
124,41031.86678072444
125,246443.1802128768
126,29073.48361396343
127,53830.44158830343
128,54509.543182274945
129,56010.35280262115
130,107168.85840712936
131,782367.6281481482
132,44055.74465661547
133,145255.72006985458
134,104175.74507936508
135,9810.201391927887
136,42602.98149272541
137,62873.69139484213
138,40219.79953932478
139,66042.37589693625
140,149402.83944643816
141,572279.96
142,574693.5137301588
143,145957.48822249714
144,30405.454111401617
145,48552.98324246674
146,133917.24553088215
147,89457.17219151335
148,63233.758300241505
149,13873.355561783457
150,81984.56774886548
151,16882.607630728056
152,77914.38109171289
153,86038.67141391354
154,110290.63449140741
155,87722.79905794439
156,49770.67268222053
157,52020.13592544573
158,281629.94100371597
159,119977.26676492467
160,80716.4121154331
161,94857.09416648328
162,49814.06048194205
163,56337.45653868502
164,9856.517485716982
165,127759.8900994233
166,79339.3964444639
167,52681.720839016925
168,23197.306900396437
169,41568.69497105981
170,18994.774486555692
171,21896.721808922804
172,64475.16152775634
173,1944802.84
174,38940.0848151081
175,202354.1427156792
176,31113.755352552093
177,46185.6210722697
178,79867.28665868293
179,143042.66475445853
180,54766.135153416355
181,170621.07391505328
182,77642.21757159782
183,72600.2001042939
184,162739.2251912277
185,76806.69509313075
186,108059.29298391218
187,87345.01062794775
188,81558.28683106472
189,910163.9566666667
190,106536.5549076832
191,79933.38525333627
192,208403.54763125395
193,50953.1005887444
194,36892.8201440678
195,294458.88706954493
196,28407.09895413338
197,130752.4663255493
198,161964.69224309557
199,244676.24010705078
200,73085.52273279811
201,195373.6544588875
202,64487.08208970511
203,31601.687826284437
204,64560.20494903202
205,205838.3498208526
206,272027.42312351667
207,184882.5103328273
208,40779.688165775486
209,52667.90132881075
210,43657.23624182008
211,78399.86034752187
212,173035.5194483241
213,47212.57595395367
214,68776.42521748347
215,7110.995249138253
216,72774.59767995536
217,48814.519506728524
218,84773.10094035759
219,180446.0163792442
220,104307.33752757858
221,104528.75183882612
222,26822.71512018344
223,147363.74114429674
224,56716.528949538566
225,58766.250779941234
226,72816.56330320553
227,23303.960283291366
228,149156.64442449927
229,52011.013183834475
230,53838.50159586744
231,57834.705433614814
232,245664.5928888889
233,40780.97508304166
234,21740.502616441463
235,72883.46013841381
236,89369.95907028651
237,30477.14969045763
238,85542.5415519325
239,76940.53286011713
240,119368.88597786473
241,34124.50931592432
242,81571.54618422515
243,67195.05083524689
244,45954.3796299395
245,224769.10253502807
246,84022.95901357784
247,45124.61785253936
248,24532.20652933877
249,46529.44072120929
250,38031.114398975325
251,70848.02194181205
252,33223.42099606487
253,67927.17821228364
254,283580.41767358565
255,88511.5386387921
256,137023.66091832635
257,118740.4868235152
258,182214.48530573666
259,19828.466571336423
260,65703.44755481812
261,86609.71171056193
262,7754.536233366946
263,47957.494737330126
264,43571.76807916162
265,550912.9260634921
266,23637.5334229655
267,40264.34256726295
268,72340.01146756567
269,152078.02494272395
270,68358.77447438143
271,221746.3801123189
272,65480.41437800569
273,64896.08885054925
274,82288.64903699535
275,45603.53446744525
276,193683.0504339159
277,187459.73436243384
278,39655.681002795034
279,356851.93333333335
280,316108.76566275395
281,68064.84322774224
282,62022.55152749264
283,187095.0017525645
284,173123.48000569953
285,98043.34874323782
286,24408.490363704102
287,24072.741978483995
288,63712.87675155608
289,117778.16477731317
290,114639.02284214091
291,131167.18518712468
292,96738.83519130369
293,145972.19117977264
294,84400.01611895119
295,89673.20468275392
296,1518004.6533333333
297,131344.12630631845
298,83855.0154968594
299,125116.72475364432
300,32688.46866823681
301,188052.1085143974
302,82998.20338055234
303,531969.2377518037
304,308527.37823199603
305,36377.97336025415
306,128893.14191641303
307,118204.53388227551
308,183515.7993773617
309,109772.05593823742
310,221622.57572595583
311,82479.45668046852
312,29579.890456712947
