Id,Predicted
0,19730.235
1,34462.485
2,144925.88
3,72470.325
4,27309.69
5,73638.455
6,80007.26
7,215582.675
8,55009.205
9,65392.785
10,57855.46
11,117483.96
12,104742.94
13,86795.6
14,34949.275
15,28664.0
16,76692.655
17,52715.91
18,135293.195
19,98982.05
20,128795.84
21,60477.023090096154
22,37859.0
23,38065.86
24,89167.52
25,100019.0
26,119312.28
27,45236.935
28,74275.68784126984
29,213659.9
30,72134.72
31,71684.05
32,144321.925
33,40688.36
34,64698.435
35,73059.65
36,44380.46
37,25425.57
38,65697.83
39,94038.38
40,56266.76
41,218313.875
42,193392.88
43,161598.99333333332
44,76675.74
45,97540.15
46,37885.46
47,103209.235
48,80292.5
49,34297.905
50,53432.32666666667
51,41842.31
52,43571.35
53,72637.785
54,94284.42
55,219319.78
56,88662.745
57,44957.765
58,244885.505
59,64414.38
60,39439.52
61,42804.525
62,129042.98
63,46577.44
64,17583.81
65,71591.225
66,98786.67
67,333555.6488888889
68,43963.46
69,109833.105
70,119160.44
71,36436.12666666666
72,20071.5
73,43508.275
74,60068.0
75,289797.795
76,61617.465
77,41190.0
78,78921.98
79,69669.63
80,64661.19
81,25762.825
82,40766.195
83,66120.76
84,50361.36
85,66239.9
86,46487.025
87,154911.28285714285
88,240640.435
89,65234.307727272724
90,67369.88
91,108505.37
92,118739.6
93,27974.45222222222
94,148851.195
95,22926.0
96,43811.825
97,78943.6275
98,34412.03
99,63784.465
100,85238.94
101,128471.935
102,45754.0
103,88144.74
104,64842.6
105,53761.695
106,81733.36
107,61364.18
108,103523.37
109,50474.45
110,43070.46
111,46483.305
112,62070.0
113,91138.355
114,63716.54346153846
115,114123.44
116,64194.25
117,314701.0
118,213379.84
119,331879.68
120,39752.0
121,185912.81
122,22208.9
123,75223.34
124,41832.585
125,253271.52
126,32302.9
127,54093.5
128,51951.95
129,54193.235
130,42968.0
131,793267.2
132,42361.88
133,127406.52
134,100789.09
135,11697.58
136,47190.10695238096
137,59300.0
138,42999.365
139,69668.98
140,139533.99
141,533581.62
142,548480.0
143,163600.0
144,30357.7
145,46354.89
146,137075.635
147,100880.07
148,51852.68
149,23248.445
150,79350.07
151,20377.0
152,80993.07
153,88317.27
154,108162.76
155,87787.17066666666
156,53128.285
157,51269.605
158,249291.52
159,51245.59
160,83027.95
161,104800.64
162,48116.34
163,42147.65
164,64146.325
165,121009.285
166,82817.0
167,52634.9
168,25023.88
169,43742.57
170,19350.035
171,20129.465
172,54131.335
173,2140200.0
174,39227.5
175,202177.48
176,31216.3
177,48125.09
178,76649.0
179,134401.6
180,48383.33
181,174085.58
182,79561.26
183,58122.94
184,150741.835
185,78121.75
186,110029.935
187,89806.76
188,84020.375
189,888111.0
190,109828.64
191,80785.555
192,207280.775
193,56060.48
194,17859.72
195,289390.7425700183
196,30930.113333333335
197,117916.31
198,161815.08
199,285266.52
200,72029.115
201,185452.16
202,64943.275
203,27420.5
204,67073.395
205,180500.285
206,284745.435
207,183881.255
208,44795.0
209,45800.0
210,43045.86
211,70322.875
212,181001.18546664316
213,52487.96
214,66147.02
215,29186.61
216,74934.31
