Id,0,Predicted
0,18588.930671291142,
1,31073.564704729648,
2,137814.8719869835,
3,68697.02571697845,
4,25263.2503961723,
5,75176.98359627643,
6,77393.65435142399,
7,210799.99992859154,
8,57040.44195782354,
9,67786.7805182381,
10,57372.44881291988,
11,122477.09957913277,
12,103428.93937955078,
13,93800.00002445246,
14,37994.89532998234,
15,26967.658836832634,
16,75873.81436117223,
17,51783.3921949142,
18,149776.9999348275,
19,95363.53237210803,
20,116842.68702947524,
21,,61855.160479132144
22,40274.549878744896,
23,37042.06450165533,
24,88850.43678836348,
25,98799.99997079196,
26,114599.47351102924,
27,43831.95072781694,
28,77857.47176301375,
29,208713.78794084268,
30,55476.087248942276,
31,71930.26655961163,
32,143331.62705831818,
33,39610.667171901056,
34,66909.87623741358,
35,71934.46430710643,
36,43217.32338892852,
37,25760.20611450298,
38,67113.32610213573,
39,90244.04103893868,
40,55000.00001182852,
41,195421.14216144977,
42,189499.9999851308,
43,154746.83512989868,
44,60800.00002636931,
45,99800.0000059387,
46,35635.73972099158,
47,106357.69661948257,
48,80238.00217161696,
49,33662.39570208156,
50,61476.854554232166,
51,41147.15628613715,
52,37800.00001800029,
53,69799.99998912237,
54,96014.34983886937,
55,221117.39551525612,
56,89701.58022610695,
57,41800.00001141067,
58,253740.33683468957,
59,50303.22496489805,
60,37799.99999898255,
61,41426.20858866978,
62,127251.4634038033,
63,53885.63103811329,
64,9800.000023126884,
65,72899.10631619878,
66,99800.0000059387,
67,328086.11462793243,
68,46800.000007478244,
69,131175.58446807138,
70,111290.87119857171,
71,36768.51788075574,
72,22150.26470362862,
73,39800.00002801265,
74,51811.22326354631,
75,269263.46409155434,
76,60799.99999254117,
77,41800.000028866896,
78,73907.9672504736,
79,69056.25321400346,
80,67885.90250088181,
81,25394.83498046394,
82,43190.9162116204,
83,66776.99998832434,
84,47740.09133169629,
85,65178.56408168075,
86,50728.333716783505,
87,153799.48027093484,
88,250869.34119686586,
89,69504.51888564345,
90,60599.45733621407,
91,106525.50004373214,
92,104113.36054286547,
93,30332.617350341097,
94,149537.98241746236,
95,22068.934097436544,
96,45940.618679034815,
97,81493.59208027876,
98,33313.744120046285,
99,63423.67766627013,
100,87867.70629849444,
101,126399.99995353901,
102,43816.352477538414,
103,84814.51551690177,
104,63936.53119356622,
105,54663.72920976118,
106,87938.132447347,
107,62795.79682558527,
108,102925.13390447247,
109,50552.62904973992,
110,33888.000017240716,
111,45003.005725671,
112,63987.04026574437,
113,92598.31486750049,
114,68800.00001402473,
115,114303.60648026537,
116,67332.90241218444,
117,361998.2003097029,
118,205952.86519530477,
119,274596.4094115362,
120,39343.73054708496,
121,192704.0921886603,
122,24333.58082894201,
123,70662.02998285984,
124,39613.56476434204,
125,272678.7390048921,
126,30134.591417268995,
127,55115.325707907665,
128,48447.22015570339,
129,52799.99999685045,
130,44382.54418997813,
131,788520.9946083383,
132,43833.748807004384,
133,126738.98232482985,
134,102990.43619554247,
135,8321.38684250274,
136,44167.13309160017,
137,62926.00679055454,
138,41800.00001141067,
139,68044.12429545022,
140,139868.03717789036,
141,619461.6341236557,
142,562143.577004172,
143,162815.09586540496,
144,31109.494647278803,
145,48800.000015217825,
146,126800.0000119204,
147,107971.05344269128,
148,61897.68877708015,
149,20839.94691992675,
150,80887.99998244317,
151,18121.9184785151,
152,83157.45223126863,
153,93801.62737961322,
154,114987.99995201171,
155,88161.12779218661,
156,50571.884072772715,
157,56680.17531973714,
158,247009.1767699502,
159,59435.468282204325,
160,84640.80629691145,
161,115599.58611315835,
162,44258.34757386363,
163,42904.76940434333,
164,62629.50935170674,
165,117118.58179345877,
166,87800.0000171162,
167,51800.000006169765,
168,24207.47440905905,
169,44740.32151013676,
170,18690.68473390893,
171,20800.000034972047,
172,67242.77809160357,
173,2134399.3042842494,
174,39603.451993560906,
175,193469.56698819195,
176,31815.568243684964,
177,43161.96361404783,
178,85631.42588961354,
179,140567.57822761883,
180,30312.02334656463,
181,169884.88162823798,
182,79800.00000747264,
183,53416.81433713979,
184,143133.55706259565,
185,79049.2527462388,
186,114082.97012375324,
187,89267.3518587653,
188,86592.50309250306,
189,888050.4741711629,
190,111139.14042956675,
191,80222.89645899429,
192,206576.11006581655,
193,50935.795314261,
194,5624.295808695291,
195,,284155.79819907295
196,29422.476706544127,
197,128018.69647345688,
198,161586.20390374004,
199,294609.3868971928,
200,70439.19101805925,
201,183254.2090338823,
202,62151.52479090955,
203,27434.047330213794,
204,67807.81076750114,
205,183501.4487529349,
206,292290.66970487445,
207,203937.58274001672,
208,47970.13041741705,
209,45799.99999501634,
210,48913.77488542457,
211,83349.68423384719,
212,,166692.12749921545
213,62049.17822668399,
214,66096.77054758061,
215,7693.401990663393,
216,73080.26528179598,
217,46859.00170227681,
218,90799.99997430664,
219,173312.92689940194,
220,108987.99996400917,
221,107447.9392380133,
222,26162.74803143383,
223,150896.79915366194,
224,52799.99999431816,
225,36953.99830687277,
226,62390.0667278113,
227,19771.655386036633,
228,145013.1675308512,
229,59877.11101201464,
230,65676.6834516989,
231,62658.4546447859,
232,264983.2273095613,
233,38794.67093224848,
234,23729.991632181845,
235,76053.51513938977,
236,84445.5277559567,
237,26792.363624567803,
238,85799.99999407696,
239,69448.38910297144,
240,125159.50388420932,
241,29800.000017342467,
242,83616.60374780852,
243,62383.216608412215,
244,45544.317637610264,
245,216709.170521487,
246,95326.45340698498,
247,31856.283340615977,
248,24061.07301640946,
249,47498.78642101154,
250,32220.756642603385,
251,69595.0089344129,
252,31888.000013190715,
253,71091.42549274456,
254,296385.67185418267,
255,93942.77414312461,
256,144985.04398779073,
257,115044.99250639594,
258,184601.19603826615,
259,15525.695215695458,
260,66340.04279377493,
261,101008.22450413015,
262,7008.653042742238,
263,44217.80746425821,
264,40810.92991071649,
265,574631.1849792894,
266,17837.88299775413,
267,27359.54948822906,
268,120816.5276670354,
269,134138.23645461444,
270,68425.827367521,
271,211897.39835636978,
272,68666.06990387388,
273,62500.06103301404,
274,76861.46394390745,
275,38634.314388734725,
276,187080.57880789315,
277,185750.51163948321,
278,41329.99306473348,
279,424974.77021594247,
280,315435.9359094028,
281,58925.37708884514,
282,74310.70528152498,
283,158570.85480014083,
284,171613.54933029437,
285,105800.00000077288,
286,25937.70858169807,
287,26331.470335166472,
288,60654.09998947008,
289,115085.05670578695,
290,111488.56611828541,
291,136003.43240822954,
292,97594.39891168376,
293,144815.1177791111,
294,82787.05383941377,
295,92921.93701968974,
296,1327728.9368109484,
297,132324.12142138,
298,61204.321584808655,
299,129570.00960927313,
300,29333.51451589548,
301,190487.85148338915,
302,110474.04694724714,
303,509421.750724443,
304,268799.99994410906,
305,30999.02247810442,
306,122297.89427935897,
307,112571.80383578059,
308,169912.05811230806,
309,108800.00001295349,
310,220848.8524939901,
311,75237.37047723286,
312,28977.168996426008,
313,63674.013028941976,
314,35111.10366555081,
315,41222.55242089308,
316,79583.16051579702,
317,40936.816726620105,
318,42256.141282470504,
319,18704.83696524853,
320,133503.40793135675,
321,188314.90446942006,
322,67382.07555208802,
323,28960.53900863462,
324,73998.92653243718,
325,91943.9646830457,
326,49096.56066780868,
327,44920.34627815323,
328,138424.1709135197,
329,72057.35747405315,
330,104939.13343042348,
331,70121.64213439547,
332,46800.000009697345,
333,87577.49976717538,
334,63599.21408995377,
335,77775.59665792792,
336,75089.0061478904,
337,89916.29280288776,
338,15720.857692169324,
339,33735.5986537015,
340,115843.09192045567,
341,69199.08870542869,
342,165799.99992405222,
343,265565.3930800218,
344,197787.99999222238,
345,136365.195251979,
346,151697.9782545768,
347,57929.429819538236,
348,248263.74643714525,
349,154800.00001561843,
350,94619.37279677669,
351,86800.00003759278,
352,75018.32254320628,
353,122827.08795084305,
354,103238.8559900831,
355,80086.03022697136,
356,31062.20734509366,
357,71751.62098530757,
358,43286.38327454657,
359,56067.83915021275,
360,128797.80708975365,
361,163505.92791358888,
362,32238.190089044707,
363,197178.80649560317,
364,56991.7601350875,
365,83629.84390603841,
366,64981.23906906486,
367,199816.71173063127,
368,73980.7137690476,
369,22524.102621059126,
370,64458.83885233287,
371,47575.969840276084,
372,152857.7252740812,
373,67401.2642912938,
374,140547.80721472428,
375,72664.58283189159,
376,48817.85891657803,
